resource,identifier,polypeptide_id
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:20580,Q6VVX0
GenAtlas,CYP2R1,Q6VVX0
GenBank Gene Database,AY323817,Q6VVX0
GenBank Protein Database,33591222,Q6VVX0
UniProtKB,Q6VVX0,Q6VVX0
UniProt Accession,CP2R1_HUMAN,Q6VVX0
HUGO Gene Nomenclature Committee (HGNC),HGNC:12805,P47989
GenAtlas,XDH,P47989
GenBank Gene Database,D11456,P47989
GenBank Protein Database,10336525,P47989
Guide to Pharmacology,2646,P47989
UniProtKB,P47989,P47989
UniProt Accession,XDH_HUMAN,P47989
HUGO Gene Nomenclature Committee (HGNC),HGNC:553,Q06278
GenBank Gene Database,L11005,Q06278
GenBank Protein Database,438656,Q06278
UniProtKB,Q06278,Q06278
UniProt Accession,AOXA_HUMAN,Q06278
HUGO Gene Nomenclature Committee (HGNC),HGNC:255,P28332
GenBank Gene Database,AK092768,P28332
GenBank Protein Database,193787401,P28332
UniProtKB,P28332,P28332
UniProt Accession,ADH6_HUMAN,P28332
HUGO Gene Nomenclature Committee (HGNC),HGNC:380,P14550
GenBank Gene Database,J04794,P14550
GenBank Protein Database,178481,P14550
UniProtKB,P14550,P14550
UniProt Accession,AK1A1_HUMAN,P14550
HUGO Gene Nomenclature Committee (HGNC),HGNC:249,P07327
GenAtlas,ADH1A,P07327
GenBank Gene Database,M12271,P07327
GenBank Protein Database,178092,P07327
UniProtKB,P07327,P07327
UniProt Accession,ADH1A_HUMAN,P07327
HUGO Gene Nomenclature Committee (HGNC),HGNC:250,P00325
GenAtlas,ADH1B,P00325
GenBank Gene Database,M24317,P00325
GenBank Protein Database,178098,P00325
UniProtKB,P00325,P00325
UniProt Accession,ADH1B_HUMAN,P00325
HUGO Gene Nomenclature Committee (HGNC),HGNC:252,P08319
GenAtlas,ADH4,P08319
GenBank Gene Database,M15943,P08319
GenBank Protein Database,178121,P08319
UniProtKB,P08319,P08319
UniProt Accession,ADH4_HUMAN,P08319
HUGO Gene Nomenclature Committee (HGNC),HGNC:253,P11766
GenAtlas,ADH5,P11766
GenBank Gene Database,M30471,P11766
GenBank Protein Database,178134,P11766
UniProtKB,P11766,P11766
UniProt Accession,ADHX_HUMAN,P11766
HUGO Gene Nomenclature Committee (HGNC),HGNC:256,P40394
GenAtlas,ADH7,P40394
GenBank Gene Database,L33179,P40394
GenBank Protein Database,516618,P40394
UniProtKB,P40394,P40394
UniProt Accession,ADH7_HUMAN,P40394
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:4248,Q92820
GenAtlas,GGH,Q92820
GenBank Gene Database,U55206,Q92820
GenBank Protein Database,2951931,Q92820
UniProtKB,Q92820,Q92820
UniProt Accession,GGH_HUMAN,Q92820
HUGO Gene Nomenclature Committee (HGNC),HGNC:7436,P42898
GenAtlas,MTHFR,P42898
GenBank Gene Database,U09806,P42898
GenBank Protein Database,6139053,P42898
UniProtKB,P42898,P42898
UniProt Accession,MTHR_HUMAN,P42898
HUGO Gene Nomenclature Committee (HGNC),HGNC:12651,P26640
GenAtlas,VARS,P26640
GenBank Gene Database,X59303,P26640
GenBank Protein Database,31545,P26640
UniProtKB,P26640,P26640
UniProt Accession,SYVC_HUMAN,P26640
HUGO Gene Nomenclature Committee (HGNC),HGNC:8654,P05166
GenAtlas,PCCB,P05166
GenBank Gene Database,X73424,P05166
GenBank Protein Database,312812,P05166
UniProtKB,P05166,P05166
UniProt Accession,PCCB_HUMAN,P05166
HUGO Gene Nomenclature Committee (HGNC),HGNC:976,P54687
GenAtlas,BCAT1,P54687
GenBank Gene Database,U21551,P54687
GenBank Protein Database,1036780,P54687
UniProtKB,P54687,P54687
UniProt Accession,BCAT1_HUMAN,P54687
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2603,O43174
GenAtlas,CYP26A1,O43174
GenBank Gene Database,AF005418,O43174
Guide to Pharmacology,1366,O43174
UniProtKB,O43174,O43174
UniProt Accession,CP26A_HUMAN,O43174
HUGO Gene Nomenclature Committee (HGNC),HGNC:4627,P09210
GenAtlas,GSTA2,P09210
GenBank Gene Database,M16594,P09210
GenBank Protein Database,306811,P09210
UniProtKB,P09210,P09210
UniProt Accession,GSTA2_HUMAN,P09210
HUGO Gene Nomenclature Committee (HGNC),HGNC:4638,P09211
GenAtlas,GSTP1,P09211
GenBank Gene Database,M24485,P09211
GenBank Protein Database,31946,P09211
UniProtKB,P09211,P09211
UniProt Accession,GSTP1_HUMAN,P09211
HUGO Gene Nomenclature Committee (HGNC),HGNC:13312,P78417
GenAtlas,GSTO1,P78417
GenBank Gene Database,U90313,P78417
GenBank Protein Database,2393722,P78417
UniProtKB,P78417,P78417
UniProt Accession,GSTO1_HUMAN,P78417
HUGO Gene Nomenclature Committee (HGNC),HGNC:4635,P21266
GenAtlas,GSTM3,P21266
GenBank Gene Database,J05459,P21266
GenBank Protein Database,306820,P21266
UniProtKB,P21266,P21266
UniProt Accession,GSTM3_HUMAN,P21266
HUGO Gene Nomenclature Committee (HGNC),HGNC:4311,P48506
GenAtlas,GCLC,P48506
GenBank Gene Database,M90656,P48506
GenBank Protein Database,183039,P48506
UniProtKB,P48506,P48506
UniProt Accession,GSH1_HUMAN,P48506
HUGO Gene Nomenclature Committee (HGNC),HGNC:2874,P15559
GenAtlas,NQO1,P15559
GenBank Gene Database,J03934,P15559
GenBank Protein Database,189246,P15559
UniProtKB,P15559,P15559
UniProt Accession,NQO1_HUMAN,P15559
HUGO Gene Nomenclature Committee (HGNC),HGNC:5013,P09601
GenAtlas,HMOX1,P09601
GenBank Gene Database,X06985,P09601
GenBank Protein Database,35173,P09601
Guide to Pharmacology,1441,P09601
UniProtKB,P09601,P09601
UniProt Accession,HMOX1_HUMAN,P09601
HUGO Gene Nomenclature Committee (HGNC),HGNC:11179,P00441
GenAtlas,SOD1,P00441
GenBank Gene Database,L44139,P00441
UniProtKB,P00441,P00441
UniProt Accession,SODC_HUMAN,P00441
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:9208,P16435
GenAtlas,POR,P16435
GenBank Gene Database,S90469,P16435
GenBank Protein Database,247307,P16435
UniProtKB,P16435,P16435
UniProt Accession,NCPR_HUMAN,P16435
HUGO Gene Nomenclature Committee (HGNC),HGNC:20580,Q6VVX0
GenAtlas,CYP2R1,Q6VVX0
GenBank Gene Database,AY323817,Q6VVX0
GenBank Protein Database,33591222,Q6VVX0
UniProtKB,Q6VVX0,Q6VVX0
UniProt Accession,CP2R1_HUMAN,Q6VVX0
HUGO Gene Nomenclature Committee (HGNC),HGNC:2605,Q02318
GenAtlas,CYP27A1,Q02318
GenBank Gene Database,M62401,Q02318
GenBank Protein Database,181292,Q02318
Guide to Pharmacology,1369,Q02318
UniProtKB,Q02318,Q02318
UniProt Accession,CP27A_HUMAN,Q02318
HUGO Gene Nomenclature Committee (HGNC),HGNC:2634,P51589
GenBank Gene Database,U37143,P51589
GenBank Protein Database,18254513,P51589
Guide to Pharmacology,1332,P51589
UniProtKB,P51589,P51589
UniProt Accession,CP2J2_HUMAN,P51589
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2590,P05108
GenBank Gene Database,M14565,P05108
GenBank Protein Database,181376,P05108
UniProtKB,P05108,P05108
UniProt Accession,CP11A_HUMAN,P05108
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:12805,P47989
GenAtlas,XDH,P47989
GenBank Gene Database,D11456,P47989
GenBank Protein Database,10336525,P47989
Guide to Pharmacology,2646,P47989
UniProtKB,P47989,P47989
UniProt Accession,XDH_HUMAN,P47989
HUGO Gene Nomenclature Committee (HGNC),HGNC:553,Q06278
GenBank Gene Database,L11005,Q06278
GenBank Protein Database,438656,Q06278
UniProtKB,Q06278,Q06278
UniProt Accession,AOXA_HUMAN,Q06278
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:7436,P42898
GenAtlas,MTHFR,P42898
GenBank Gene Database,U09806,P42898
GenBank Protein Database,6139053,P42898
UniProtKB,P42898,P42898
UniProt Accession,MTHR_HUMAN,P42898
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:257,P55263
GenBank Gene Database,U50196,P55263
GenBank Protein Database,1224125,P55263
Guide to Pharmacology,1231,P55263
UniProtKB,P55263,P55263
UniProt Accession,ADK_HUMAN,P55263
HUGO Gene Nomenclature Committee (HGNC),HGNC:9453,O43272
GenAtlas,PRODH,O43272
GenBank Gene Database,U82381,O43272
GenBank Protein Database,2677802,O43272
UniProtKB,O43272,O43272
UniProt Accession,PROD_HUMAN,O43272
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,P22309
GenBank Gene Database,M57899,P22309
GenBank Protein Database,184473,P22309
UniProtKB,P22309,P22309
UniProt Accession,UD11_HUMAN,P22309
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,P24462
GenBank Gene Database,D00408,P24462
GenBank Protein Database,220149,P24462
UniProtKB,P24462,P24462
UniProt Accession,CP3A7_HUMAN,P24462
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:2634,P51589
GenBank Gene Database,U37143,P51589
GenBank Protein Database,18254513,P51589
Guide to Pharmacology,1332,P51589
UniProtKB,P51589,P51589
UniProt Accession,CP2J2_HUMAN,P51589
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2608,Q16696
GenBank Gene Database,AF209774,Q16696
GenBank Protein Database,11494143,Q16696
UniProtKB,Q16696,Q16696
UniProt Accession,CP2AD_HUMAN,Q16696
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:6833,P21397
GenAtlas,MAOA,P21397
GenBank Gene Database,M68840,P21397
GenBank Protein Database,187353,P21397
Guide to Pharmacology,2489,P21397
UniProtKB,P21397,P21397
UniProt Accession,AOFA_HUMAN,P21397
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:3769,Q01740
GenBank Gene Database,M64082,Q01740
GenBank Protein Database,182671,Q01740
UniProtKB,Q01740,Q01740
UniProt Accession,FMO1_HUMAN,Q01740
HUGO Gene Nomenclature Committee (HGNC),HGNC:12546,P54855
UniProtKB,P54855,P54855
UniProt Accession,UDB15_HUMAN,P54855
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:6833,P21397
GenAtlas,MAOA,P21397
GenBank Gene Database,M68840,P21397
GenBank Protein Database,187353,P21397
Guide to Pharmacology,2489,P21397
UniProtKB,P21397,P21397
UniProt Accession,AOFA_HUMAN,P21397
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
