synonyms,polypeptide_id
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"3.4.21.42,C1 esterase,Complement component 1 subcomponent s",P09871
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"B-lymphocyte surface antigen B1,Bp35,CD20,Leukocyte surface antigen Leu-16,Membrane-spanning 4-domains subfamily A member 1",P11836
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"3.4.21.42,C1 esterase,Complement component 1 subcomponent s",P09871
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"B-lymphocyte surface antigen B1,Bp35,CD20,Leukocyte surface antigen Leu-16,Membrane-spanning 4-domains subfamily A member 1",P11836
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"GH receptor,Somatotropin receptor",P10912
"SNAP,SNAP-25,SUP,Super protein,Synaptosomal-associated 25 kDa protein",P60880
"ARH6,ARHB,h6,Rho cDNA clone 6",P62745
3.4.21.7,P00747
"CF2R,Coagulation factor II receptor,PAR-1,PAR1,Thrombin receptor,TR",P25116
"Cambridge pathology 1 antigen,CDW52,Epididymal secretory protein E5,HE5,Human epididymis-specific protein 5",P31358
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"3.4.17.21,Cell growth-inhibiting gene 27 protein,FGCP,Folate hydrolase 1,FOLH,Folylpoly-gamma-glutamate carboxypeptidase,GCPII,Glutamate carboxypeptidase II,Membrane glutamate carboxypeptidase,mGCP,N-acetylated-alpha-linked acidic dipeptidase I,NAALAD1,NAALADase I,Prostate-specific membrane antigen,PSM,PSMA,Pteroylpoly-gamma-glutamate carboxypeptidase",Q04609
CAML,P49069
"Calcineurin B-like protein,Calcineurin BII,CBLP,CNBII,PPP3R1-like,PPP3RL,Protein phosphatase 2B regulatory subunit 2,Protein phosphatase 3 regulatory subunit B beta isoform",Q96LZ3
"5.2.1.8,Cyclophilin A,Cyclosporin A-binding protein,CYPA,PPIase A,Rotamase A",P62937
"5.2.1.8,Cyclophilin D,Cyclophilin F,CyP-D,CyP-M,CYP3,CypD,Mitochondrial cyclophilin,PPIase F,Rotamase F",P30405
"Erythrocyte receptor,LFA-2,LFA-3 receptor,Rosette receptor,SRBC,T-cell surface antigen T11/Leu-5",P06729
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"Antidiuretic hormone receptor 1a,AVPR V1a,AVPR1,V1aR,Vascular/hepatic-type arginine vasopressin receptor",P37288
"Follitropin receptor,FSH-R,LGR1",P23945
"CD11 antigen-like family member A,CD11A,Leukocyte adhesion glycoprotein LFA-1 alpha chain,Leukocyte function-associated molecule 1 alpha chain,LFA-1A",P20701
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"LCGR,LGR2,LH/CG-R,LHR,LHRHR,LSH-R,Luteinizing hormone receptor",P22888
"Follitropin receptor,FSH-R,LGR1",P23945
"hTa1 thymocyte antigen,T-cell surface antigen T6/Leu-6",P06126
"Class I histocompatibility antigen-like protein,MHC class I-related gene protein",Q95460
"CD11 antigen-like family member A,CD11A,Leukocyte adhesion glycoprotein LFA-1 alpha chain,Leukocyte function-associated molecule 1 alpha chain,LFA-1A",P20701
"Activation B7-2 antigen,B70,BU63,CD28LG2,CTLA-4 counter-receptor B7.2,FUN-1",P42081
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
T-cell surface antigen T4/Leu-3,P01730
"Fibronectin receptor subunit beta,FNRB,Glycoprotein IIa,GPIIA,MDF2,MSK12,VLA-4 subunit beta",P05556
"MSK8,Vitronectin receptor subunit alpha,VNRA",P06756
"GP3A,GPIIIa,Platelet membrane glycoprotein IIIa",P05106
"G-CSF receptor,GCSFR",Q99062
"3.4.21.37,Bone marrow serine protease,ELA2,Elastase-2,HLE,Human leukocyte elastase,Medullasin,PMN elastase",P08246
"3.4.21.6,Stuart factor,Stuart-Prower factor",P00742
"3.4.21.27,FXI,Plasma thromboplastin antecedent,PTA",P03951
"3.4.21.21,Proconvertin,Serum prothrombin conversion accelerator,SPCA",P08709
"AHF,Antihemophilic factor,F8C,Procoagulant component",P00451
"3.4.21.5,Coagulation factor II",P00734
"A2MR,Alpha-2-macroglobulin receptor,APOER,Apolipoprotein E receptor,APR,LRP-1",Q07954
"4.1.1.90,Gamma-glutamyl carboxylase,GC,Peptidyl-glutamate 4-carboxylase,Vitamin K gamma glutamyl carboxylase",P38435
"2.7.10.1,Beta platelet-derived growth factor receptor,Beta-type platelet-derived growth factor receptor,CD140 antigen-like family member B,PDGF-R-beta,PDGFR,PDGFR-1,PDGFR1,Platelet-derived growth factor receptor 1",P09619
"2.7.10.1,Alpha platelet-derived growth factor receptor,Alpha-type platelet-derived growth factor receptor,CD140 antigen-like family member A,CD140a antigen,PDGF-R-alpha,PDGFR-2,PDGFR2,Platelet-derived growth factor alpha receptor,Platelet-derived growth factor receptor 2,RHEPDGFRA",P16234
"Alpha-2-M,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5,CPAMD5",P01023
"SRIF-2,SS-1-R",P30872
SS-5-R,P35346
"SRIF-1,SS-2-R",P30874
"IFN-R-2,IFNABR,IFNARB,Interferon alpha binding protein,Type I interferon receptor 2",P48551
"CRF2-1,Cytokine receptor class-II member 1,Cytokine receptor family 2 member 1,IFN-R-1,IFNAR,Type I interferon receptor 1",P17181
"GnRH receptor,GRHR",P30968
OT-R,P30559
"OT,OT-NPI",P01178
"CD49 antigen-like family member D,CD49D,Integrin alpha-IV,VLA-4 subunit alpha",P13612
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"ICAM-1,Major group rhinovirus receptor",P05362
"
    ",Q53I07
Fusion glycoprotein F0 precursor,P13843
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"IL-2 receptor subunit alpha,p55,TAC antigen",P01589
"High affinity IL-2 receptor subunit beta,IL-2 receptor subunit beta,p70-75,p75",P14784
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"Vascular permeability factor,VEGF,VEGF-A,VPF",P15692
"CD16B,Fc-gamma RIII,Fc-gamma RIII-beta,Fc-gamma RIIIb,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIb,IGFR3,IgG Fc receptor III-1",O75015
"3.4.21.41,Complement component 1 subcomponent r",P00736
Complement C1q subcomponent subunit A precursor,P02745
Complement C1q subcomponent subunit B precursor,P02746
C1QG,P02747
"CD16A,CD16a antigen,Fc-gamma RIII,Fc-gamma RIII-alpha,Fc-gamma RIIIa,FCG3,FCGR3,FcR-10,FcRIII,FcRIIIa,IGFR3,IgG Fc receptor III-2",P08637
"Fc-gamma RI,Fc-gamma RIA,FCG1,FcgammaRIa,FCGR1,FcRI,IGFR1,IgG Fc receptor I",P12314
"CD32,CDw32,Fc-gamma RII-a,Fc-gamma-RIIa,FCG2,FCGR2A1,FcRII-a,IGFR2,IgG Fc receptor II-a",P12318
"CD32,CDw32,Fc-gamma RII-b,Fc-gamma-RIIb,FCG2,FcRII-b,IGFR2,IgG Fc receptor II-b",P31994
"CD32,CDw32,Fc-gamma RII-c,Fc-gamma-RIIc,FCG2,FcRII-c,IGFR2,IgG Fc receptor II-c",P31995
"BGP,BGP-1,BGP1,Biliary glycoprotein 1",P13688
"(R)-3-amino-2-methylpropionate--pyruvate transaminase,2.6.1.44,AGT 2,AGT2,Beta-ALAAT II,Beta-alanine-pyruvate aminotransferase,D-AIBAT",Q9BYV1
"4.1.1.15,67 kDa glutamic acid decarboxylase,GAD,GAD-67,GAD67,Glutamate decarboxylase 67 kDa isoform",Q99259
"4.2.1.22,Beta-thionase,Serine sulfhydrase",P35520
"3.7.1.3,L-kynurenine hydrolase",Q16719
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34896
"2.8.1.7,NIFS",Q9Y697
"2.6.1.1,cAspAT,cCAT,Cysteine aminotransferase, cytoplasmic,Cysteine transaminase, cytoplasmic,Glutamate oxaloacetate transaminase 1,Transaminase A",P17174
"2.6.1.13,Ornithine delta-aminotransferase,Ornithine--oxo-acid aminotransferase",P04181
"4.1.1.17,ODC",P11926
"2-aminoadipate aminotransferase,2-aminoadipate transaminase,AadAT,Alpha-aminoadipate aminotransferase,KAT/AadAT,KAT2,Kynurenine aminotransferase II,Kynurenine--oxoglutarate aminotransferase II,Kynurenine--oxoglutarate transaminase 2,Kynurenine--oxoglutarate transaminase II",Q8N5Z0
"(S)-3-amino-2-methylpropionate transaminase,2.6.1.19,GABA aminotransferase,GABA transaminase,GABA-AT,GABA-T,GABAT,Gamma-amino-N-butyrate transaminase,L-AIBAT",P80404
"1.4.3.5,Pyridoxamine-phosphate oxidase",Q9NVS9
"4.1.2.27,KIAA1252,S1PL,Sphingosine-1-phosphate aldolase",O95470
"2.6.1.5,L-tyrosine:2-oxoglutarate aminotransferase,TAT",P17735
"2.6.1.7,Cysteine-S-conjugate beta-lyase,Glutamine transaminase K,Glutamine--phenylpyruvate transaminase,GTK,KATI,Kynurenine aminotransferase I,Kynurenine--oxoglutarate transaminase I",Q16773
TSH1,Q8IYQ7
2.4.1.1,P06737
"2.3.1.50,KIAA0526,LCB 2,LCB2,LCB2a,Long chain base biosynthesis protein 2,Long chain base biosynthesis protein 2a,Serine-palmitoyl-CoA transferase 2,SPT 2",O15270
"4.1.1.29,CSD,Cysteine-sulfinate decarboxylase,Sulfinoalanine decarboxylase",Q9Y600
"4.1.1.22,HDC",P19113
"ADC,ARGDC,Arginine decarboxylase,AzI2,KIAA1945,ODC-like protein,ODC-p,ODCP,ornithine decarboxylase paralog,Ornithine decarboxylase-like protein",Q96A70
"4.3.1.17,L-serine deaminase,L-threonine dehydratase,SDH,TDH",P20132
"2.3.1.29,AKB ligase,Aminoacetone synthase,Glycine acetyltransferase,KBL",O75600
"1.4.4.2,GCSP,Glycine cleavage system P protein,Glycine decarboxylase,Glycine dehydrogenase (aminomethyl-transferring)",P23378
"2.6.1.2,AAT1,ALT1,Glutamate pyruvate transaminase 1,Glutamic--alanine transaminase 1,Glutamic--pyruvic transaminase 1,GPT 1,GPT1",P24298
"2.6.1.52,Phosphohydroxythreonine aminotransferase,PSA,PSAT",Q9Y617
"2.3.1.37,5-aminolevulinic acid synthase 1,ALAS-H,ALAS3,ALASH,Delta-ALA synthase 1,Delta-aminolevulinate synthase 1",P13196
"2.6.1.51,AGT,AGT1,Alanine--glyoxylate aminotransferase,SPAT,SPT",P21549
"3.1.3.3,Chronophin,CIN,PLP,PLP phosphatase,PLPP",Q96GD0
"2.3.1.50,LCB 1,LCB1,Long chain base biosynthesis protein 1,Serine-palmitoyl-CoA transferase 1,SPT 1,SPT1",O15269
"4.4.1.1,Cysteine-protein sulfhydrase,Gamma-cystathionase",P32929
"2.6.1.42,BCAT(c),BCT1,ECA39,Protein ECA39",P54687
"2.6.1.42,BCAT(m),BCATM,BCT2,ECA40,Placental protein 18,PP18",O15382
"
    ",O94903
"Formiminotransferase-cyclodeaminase,FTCD,LCHC1",O95954
"2.6.1.1,FABP-1,FABPpm,Fatty acid-binding protein,Glutamate oxaloacetate transaminase 2,Kynurenine aminotransferase 4,Kynurenine aminotransferase IV,Kynurenine--oxoglutarate transaminase 4,Kynurenine--oxoglutarate transaminase IV,mAspAT,Plasma membrane-associated fatty acid-binding protein,Transaminase A",P00505
2.4.1.1,P11216
"2.4.1.1,Myophosphorylase",P11217
"4.1.1.28,AADC,DDC,DOPA decarboxylase",P20711
2.6.1.1,Q2TU84
"4.1.1.15,67 kDa glutamic acid decarboxylase,GAD,GAD-67,GAD67,Glutamate decarboxylase 67 kDa isoform",Q99259
2.1.2.1,Q53ET4
"
    ",Q59FK2
2.4.1.1,Q59GM9
"
    ",Q59HE2
"2.3.1.37,5-aminolevulinic acid synthase,Delta-ALA synthase,Delta-aminolevulinate synthase",Q5JAM2
"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa), isoform CRA_b",Q5VZ30
"
    ",Q6IBS8
"4.1.1.-,KIAA0251",Q6P996
"2.6.1.7,Cysteine-S-conjugate beta-lyase 2,KAT3,KATIII,Kynurenine aminotransferase III,Kynurenine--glyoxylate transaminase,Kynurenine--oxoglutarate transaminase III",Q6YP21
"ADC,Aspartate 1-decarboxylase,CSADC,Cysteine sulfinic acid decarboxylase,Glutamate decarboxylase-like protein 1,HuADC,HuCSADC",Q6ZQY3
"4.4.1.16,hSCL,SCL",Q96I15
"Calvaria mechanical force protein 608,CMF608,IgSF10",Q6WRI0
"4.2.3.134,AGXT2L2,Alanine--glyoxylate aminotransferase 2-like 2",Q8IUZ5
"Brain, 67kDa",Q8IVA8
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34897
"2.3.1.37,5-aminolevulinic acid synthase 2,ALAS-E,ALASE,ASB,Delta-ALA synthase 2,Delta-aminolevulinate synthase 2",P22557
"2.6.1.2,AAT2,ALT2,Glutamate pyruvate transaminase 2,Glutamic--alanine transaminase 2,Glutamic--pyruvic transaminase 2,GPT 2",Q8TD30
"2.8.1.9,MCS,Molybdenum cofactor sulfurtransferase",Q96EN8
"L-serine deaminase,L-serine dehydratase/L-threonine deaminase,L-threonine dehydratase,SDH 2,Serine dehydratase 2,TDH",Q96GA7
PCAP,Q96JQ3
"
    ",Q9BXA1
"5.1.1.18,D-serine ammonia-lyase,D-serine dehydratase,L-serine ammonia-lyase,L-serine dehydratase",Q9GZT4
"2.9.1.2,Liver-pancreas antigen,LP,Sec synthase,Selenocysteine synthase,Selenocysteinyl-tRNA(Sec) synthase,Sep-tRNA:Sec-tRNA synthase,SepSecS,SLA,SLA-p35,SLA/LP autoantigen,Soluble liver antigen,tRNA(Ser/Sec)-associated antigenic protein,TRNP48,UGA suppressor tRNA-associated protein",Q9HD40
"2.3.1.50,C20orf38,LCB 3,LCB2b,Long chain base biosynthesis protein 2b,Long chain base biosynthesis protein 3,Serine-palmitoyl-CoA transferase 3,SPT 3,SPTLC2L",Q9NUV7
EC 4.1.1.15,Q9UGI5
"
    ",Q9UJX1
"2.1.1.13,5-methyltetrahydrofolate--homocysteine methyltransferase,MS,Vitamin-B12 dependent methionine synthase",Q99707
"5.4.99.2,MCM,Methylmalonyl-CoA isomerase",P22033
"1.16.1.8,MSR",Q9UBK8
3.6.-.-,Q8IVH4
"
    ",Q9Y4U1
1.5.1.20,P42898
"C1-THF synthase,MTHFC,MTHFD",P11586
NMDMC,P13995
"2.1.2.10,GCST,GCVT,Glycine cleavage system T protein",P48728
"1.5.1.6,10-FTHFDH,Aldehyde dehydrogenase family 1 member L1,FTHFD",O75891
"2.1.1.13,5-methyltetrahydrofolate--homocysteine methyltransferase,MS,Vitamin-B12 dependent methionine synthase",Q99707
"Formiminotransferase-cyclodeaminase,FTCD,LCHC1",O95954
PURH,P31939
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34896
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34897
1.5.1.20,P42898
2.1.2.1,Q53ET4
"2.1.2.9,FMT,FMT1,MtFMT",Q96DP5
"4.1.1.22,HDC",P19113
"6.1.1.21,HisRS,Histidyl-tRNA synthetase,HRS",P12081
"G17,N-system amino acid transporter 1,Na(+)-coupled neutral amino acid transporter 3,NAT1,SN1,SNAT3,Solute carrier family 38 member 3,System N amino acid transporter 1",Q99624
"4.3.1.3,HIS,Histidase",P42357
2.1.1.20,Q14749
"4.1.1.50,AdoMetDC,AMD",P17707
"2.5.1.6,AdoMet synthase 2,AMS2,MAT 2,MAT-II,MATA2,Methionine adenosyltransferase 2,Methionine adenosyltransferase II",P31153
"4.2.1.22,Beta-thionase,Serine sulfhydrase",P35520
"2.5.1.6,AdoMet synthase 1,AMS1,MAT 1,MAT-I/III,MATA1,Methionine adenosyltransferase 1,Methionine adenosyltransferase I/III",Q00266
2.1.1.6,P21964
"2.1.1.57,Cap methyltransferase 1,Cap1 2'O-ribose methyltransferase 1,FtsJ methyltransferase domain-containing protein 2,FTSJD2,hMTr1,Interferon-stimulated gene 95 kDa protein,ISG95,KIAA0082,MTR1",Q8N1G2
"2.1.1.137,CYT19,Methylarsonite methyltransferase,S-adenosyl-L-methionine:arsenic(III) methyltransferase",Q9HBK9
"MCT 4,MCT4,Solute carrier family 16 member 3",O15427
"MCT 7,MCT 8,MCT8,Monocarboxylate transporter 7,Solute carrier family 16 member 2,X-linked PEST-containing transporter,XPCT",P36021
"(R)-3-amino-2-methylpropionate--pyruvate transaminase,2.6.1.44,AGT 2,AGT2,Beta-ALAAT II,Beta-alanine-pyruvate aminotransferase,D-AIBAT",Q9BYV1
"MCT 5,MCT 6,MCT5,MCT6,Monocarboxylate transporter 5,Solute carrier family 16 member 5",O15375
"2.7.1.40,PK1,PKL,Pyruvate kinase 1,Pyruvate kinase isozymes L/R,R-type/L-type pyruvate kinase,Red cell/liver pyruvate kinase",P30613
"MCT 6,MCT 7,MCT6,MCT7,Monocarboxylate transporter 6,Solute carrier family 16 member 6",O15403
"MCT 2,MCT2,Solute carrier family 16 member 7",O60669
"1.2.4.1,PDHE1-B,PHE1B",P11177
"2.7.1.40,CTHBP,Cytosolic thyroid hormone-binding protein,OIP-3,OIP3,Opa-interacting protein 3,p58,PK2,PK3,PKM2,Pyruvate kinase 2/3,Pyruvate kinase muscle isozyme,THBP1,Thyroid hormone-binding protein 1,Tumor M2-PK",P14618
"(S)-3-amino-2-methylpropionate transaminase,2.6.1.19,GABA aminotransferase,GABA transaminase,GABA-AT,GABA-T,GABAT,Gamma-amino-N-butyrate transaminase,L-AIBAT",P80404
"MCT 4,MCT 5,MCT4,MCT5,Monocarboxylate transporter 4,Solute carrier family 16 member 4",O15374
"MCT 3,MCT3,Solute carrier family 16 member 8",O95907
"MCT 1,MCT1,Solute carrier family 16 member 1",P53985
"6.4.1.1,PCB,Pyruvic carboxylase",P11498
"2.6.1.5,L-tyrosine:2-oxoglutarate aminotransferase,TAT",P17735
"hLAT2,L-type amino acid transporter 2,LAT2,Solute carrier family 7 member 8",Q9UHI5
"6.1.1.20,CML33,FARS,FARSL,FARSLA,Phenylalanyl-tRNA synthetase alpha subunit,PheRS",Q9Y285
"1.14.16.1,PAH,Phe-4-monooxygenase",P00439
"6.1.1.20,FARS1,Phenylalanyl-tRNA synthetase,PheRS",O95363
"6.1.1.20,FARSLB,FRSB,Phenylalanyl-tRNA synthetase beta subunit,PheRS",Q9NSD9
"1.14.16.2,TH,TYH,Tyrosine 3-hydroxylase",P07101
